# PlanesAT Lvov_1941, Junio y Julio, para la DangerZone v. 2.0
# según tablas de Yogy

#---Escuadrones rojos

rusfig=1GvIAP,1GvIAP,3IAP,8IAPCHF,26IAPPVO;
rusjab=7IAD_TOF,2GVSAPVMF,59GvShAP;
rusbom=566ShAPb,8GBAP,34GBAP;
rustrp=889NBAP;

### --------------------- AVIONES RUSOS

# IL-2M 1941 1 series: 6
1,rusjab,IL-2M_Early,1,air.IL_2_1940Early,8xRS82,100,500,430:BD,6,
1,rusjab,IL-2M_Early,1,air.IL_2_1940Early,2xVAP250,100,500,430:AT,6,

# MIG-3ud standard 1941: 58
1,rusfig,MIG-3ud,1,air.MIG_3UD,default,100,4000,400:EBA,58,
1,rusfig,MIG-3ud,1,air.MIG_3UD,default,100,2500,310:ESU,58,
1,rusjab,MIG-3ud,1,air.MIG_3UD,2xBK,100,1000,450:EBD,58,
1,rusjab,MIG-3ud,1,air.MIG_3UD,2xFAB-100,1000,450,300:ET,58,
1,rusfig,MIG-3ud,1,air.MIG_3UD,default,100,4000,480:I,58,

# I-16 Type 18: 112
1,rusfig,I-16TYPE18,1,air.I_16TYPE18,default,100,4000,430:EBA,112,
1,rusfig,I-16TYPE18,1,air.I_16TYPE18,default,100,2500,310:ESU,112,
1,rusjab,I-16TYPE18,1,air.I_16TYPE18,2fab100,100,1000,430:EBD,112,
1,rusjab,I-16TYPE18,1,air.I_16TYPE18,2fab100,100,1000,430:ET,112,
1,rusfig,I-16TYPE18,1,air.I_16TYPE18,default,100,4000,440:I,112,

# I-16 Type 18 (2xBS): 112
1,rusfig,I-16TYPE18_2BS,1,air.I_16TYPE18_BS,default,100,4000,430:EBA,112,
1,rusfig,I-16TYPE18_2BS,1,air.I_16TYPE18_BS,default,100,2500,310:ESU,112,
1,rusjab,I-16TYPE18_2BS,1,air.I_16TYPE18_BS,6rs82,100,1000,430:EBD,112,
1,rusjab,I-16TYPE18_2BS,1,air.I_16TYPE18_BS,2xFAB100,100,1000,430:ET,112,
1,rusfig,I-16TYPE18_2BS,1,air.I_16TYPE18_BS,default,100,4000,440:I,112,

# YAK-1: 127   
1,rusfig,Yak-1,1,air.YAK_1,default,100,4000,400:EBA,127,
1,rusfig,Yak-1,1,air.YAK_1,default,100,2500,300:ESU,127,
1,rusjab,Yak-1,1,air.YAK_1,6rs82,100,1000,300:EBD,127,
1,rusjab,Yak-1,1,air.YAK_1,2fab100,100,1000,300:ET,127,
1,rusfig,Yak-1,1,air.YAK_1,default,100,4000,300:I,127,
#1,rusfig,Yak-1,1,air.YAK_1,default,100,2000,300:RE,127,

# I-153P: 156
1,rusjab,I-153P,1,air.I_153P,8xRS82,100,500,300:BD,156,
1,rusjab,I-153P,1,air.I_153P,2xFAB50_2xFAB100,100,500,300:AT,156,

# I-153 M62: 170
1,rusjab,I-153_M62,1,air.I_153_M62,8xRS82,100,500,300:BD,170,
1,rusjab,I-153_M62,1,air.I_153_M62,2xFAB50_2xFAB100,100,500,300:AT,170,

# I-16 Type 24: 252
1,rusfig,I-16TYPE24,1,air.I_16TYPE24,default,100,4000,400:EBA,252,
1,rusfig,I-16TYPE24,1,air.I_16TYPE24,default,100,2500,310:ESU,252,
1,rusjab,I-16TYPE24,1,air.I_16TYPE24,6rs82,100,1000,450:EBD,252,
1,rusjab,I-16TYPE24,1,air.I_16TYPE24,2fab100,100,1000,450:ET,252,
1,rusfig,I-16TYPE24,1,air.I_16TYPE24,default,100,4000,450:I,252,

# DB-3B: 32
1,rusbom,DB-3B,1,air.IL_4_DB3B,3fab50010fab50,100,3000,350:BA,32,

# PE-2 Series 1: 45
1,rusbom,PE-2S1,1,air.PE_2SERIES1,2fab5002fab250,100,3000,380:BA,45,

# SB-2 M-100A: 49
1,rusbom,SB-2M100A,1,air.SB_2M100A,6xfab100,100,3000,370:BA,49,

# SU-2: 61
1,rusbom,SU-2,1,air.SU_2,6fab100,100,3000,450:BA,61,

# DB-3M: 98
1,rusbom,DB-3M,1,air.IL_4_DB3M,3fab50010fab50,100,3000,350:BA,98,

# TB-3: 109
1,rusbom,TB-3,1,air.TB_3_4M_34R,4fab100014fab50,100,2000,195:BA,109,

# DB-3F: 118
1,rusbom,DB-3F,1,air.IL_4_DB3F,3fab50010fab50,100,3000,350:BA,118,

# SB-2 M-103: 211
1,rusbom,SB-2M103,1,air.SB_2M103,2xfab500,100,3000,370:BA,211,

# LI-2: 79
