FRONT_LINE_VERSION=00000

MAP_RIGHT=191000
MAP_TOP=166000



AF01,aerodromo--B12,10556.46,114855.77,2,-B,12,2,0:2
AF01:H1,11207.46,114400.77,
AF01:H2,9905.01,115312.76,
AF01:P1,10299.06,115591.73,10552.41,115409.17,125,
AF01:P2,10465.12,115284.62,10247.43,115429.93,303,
AF01:P3,10994.89,114330.27,10845.33,114437.11,305,
AF01:P4,11049.07,114389.56,11008.95,114341.20,219,
#--- End AF01 (aerodromo--B12)

AF02,aerodromo--E11,43949.84,101097.86,2,-E,11,2,0:2
AF02:H1,43261.84,100700.86,
AF02:H2,44638.82,101495.86,
AF02:P1,44199.14,100342.22,44265.84,100571.03,376,
AF02:P2,44314.61,100308.51,44211.33,100338.64,286,
AF02:P3,43359.87,100880.01,43318.13,100945.61,327,
AF02:P4,43335.28,100954.55,43487.33,101043.25,419,
AF02:P5,44285.63,101497.19,44396.69,101556.82,421,
AF02:P6,44404.89,101546.38,44434.71,101494.95,149,
AF02:P7,44297.56,101415.94,44268.49,101468.12,330,
#--- End AF02 (aerodromo--E11)

AF03,aerodromo--E08,40950.35,79516.82,2,-E,08,2,0:2
AF03:H1,40552.35,78826.82,
AF03:H2,41349.85,80208.13,
AF03:P1,41333.27,79066.78,41371.41,78924.80,164,
AF03:P2,41319.49,78906.79,41117.12,78849.57,254,
AF03:P3,41111.82,78870.76,41078.98,78995.79,345,
AF03:P4,41432.86,79991.76,41353.40,79865.67,212,
AF03:P5,40992.09,80029.90,41095.93,80197.31,391,
AF03:P6,41077.92,79952.55,40997.39,80000.23,300,
AF03:P7,41025.10,79937.72,40934.88,79804.22,214,
#--- End AF03 (aerodromo--E08)

AF04,aerodromo--F06,56337.62,54493.7,2,-F,06,2,0:2
AF04:H1,55567.62,54699.70,
AF04:H2,57108.27,54286.88,
AF04:P1,55821.58,54509.17,55746.47,54279.58,198,
AF04:P2,55610.42,54306.51,55631.68,54366.03,379,
AF04:P3,55759.22,54792.61,55961.88,54737.34,105,
AF04:P4,56793.78,54555.93,56973.76,54504.92,105,
AF04:P5,56962.42,54477.99,56948.25,54442.56,201,
#--- End AF04 (aerodromo--F06)

AF05,aerodromo--D03,35938.24,22353.46,2,-D,03,2,0:2
AF05:H1,35376.24,22915.46,
AF05:H2,36500.54,21791.16,
AF05:P1,35277.32,21803.10,35279.68,21913.31,361,
AF05:P2,35393.43,21912.72,35495.40,21911.55,90,
AF05:P3,35635.09,22908.23,35758.27,22779.74,136,
AF05:P4,35774.18,22736.71,35744.13,22706.06,224,
AF05:P5,36390.10,22147.85,36471.66,22060.97,136,
AF05:P6,36481.11,22031.42,36446.24,22000.68,228,
AF05:P7,35718.08,21814.00,35726.21,22087.71,361,
#--- End AF05 (aerodromo--D03)

AF06,aerodromo--K03,103728.79,22979.52,2,-K,03,2,0:2
AF06:H1,103050.79,22588.52,
AF06:H2,104406.86,23371.55,
AF06:P1,103139.46,22734.55,103226.98,22785.25,419,
AF06:P2,104335.35,23290.90,104211.43,23215.94,238,
AF06:P3,103301.51,22679.09,103211.39,22625.36,239,
AF06:P4,103124.73,22672.59,103100.46,22707.69,325,
#--- End AF06 (aerodromo--K03)

AF07,aerodromo--L04,111966.5,31583.13,2,-L,04,2,0:2
AF07:H1,111179.50,31373.13,
AF07:H2,112753.95,31795.00,
AF07:P1,111516.76,31638.63,111498.15,31710.31,345,
AF07:P2,111456.26,31847.14,111571.68,31880.66,433,
AF07:P3,111611.71,31894.62,111765.30,31931.85,436,
AF07:P4,111817.43,31739.16,111607.06,31685.17,255,
AF07:P5,111812.78,31249.53,111705.73,31309.10,299,
AF07:P6,112162.78,31397.54,112125.55,31526.93,343,
AF07:P7,112289.38,31563.23,112329.41,31408.71,165,
AF07:P8,111953.34,31266.28,111912.38,31189.95,208,
AF07:P9,112337.79,31334.24,112194.43,31297.93,255,
#--- End AF07 (aerodromo--L04)

AF08,aerodromo--P03,150598.05,20659.81,2,-P,03,2,0:1
AF08:H1,151305.05,21067.81,
AF08:H2,149889.09,20250.31,
AF08:P1,150003.82,20575.33,150281.05,20731.27,420,
AF08:P2,150436.99,20891.54,150467.31,21010.66,374,
AF08:P3,150906.97,21326.87,151045.58,21077.80,150,
AF08:P4,151013.09,20690.12,150969.78,20752.93,325,
AF08:P5,151242.67,20908.87,151281.66,20846.06,148,
AF08:P6,150861.49,20178.99,150579.93,20025.22,241,
AF08:P7,150170.59,20033.88,150070.96,20211.48,330,
#--- End AF08 (aerodromo--P03)

AF09,aerodromo--S05,182764.09,49042.43,2,-S,05,2,0:1
AF09:H1,183527.09,48838.43,
AF09:H2,182000.94,49247.36,
AF09:P1,182296.55,48897.76,182089.71,48962.07,287,
AF09:P2,182055.41,48992.08,182095.07,49115.33,377,
AF09:P3,183224.67,49104.61,183398.29,49053.17,106,
AF09:P4,182967.46,49093.89,183156.08,49044.59,104,
#--- End AF09 (aerodromo--S05)

AF10,aerodromo--K07,109680.41,63919.62,2,-K,07,2,0:1
AF10:H1,108913.41,64124.62,
AF10:H2,110449.23,63713.09,
AF10:P1,109259.17,63805.73,109014.67,63873.18,285,
AF10:P2,109293.60,63911.82,109278.14,63871.77,201,
AF10:P3,109779.09,64001.75,109713.05,64017.91,283,
AF10:P4,110397.38,63903.39,110377.71,63842.97,198,
AF10:P5,110032.73,63788.86,109902.05,63825.40,285,
#--- End AF10 (aerodromo--K07)

AF11,aerodromo--J11,91187.86,102730.44,2,-J,11,2,0:2
AF11:H1,90392.86,102730.44,
AF11:H2,91982.86,102730.44,
AF11:P1,90556.65,103181.87,90827.04,103178.41,90,
AF11:P2,90839.59,103030.88,90737.92,103032.18,270,
AF11:P3,91575.50,102826.68,91658.13,102825.81,90,
AF11:P4,91856.47,102563.20,91673.32,102563.70,270,
AF11:P5,90525.82,102839.05,90527.11,102929.82,360,
#--- End AF11 (aerodromo--J11)

AF12,aerodromo--L09,114320.28,86811.03,2,-L,09,2,0:1
AF12:H1,113509.28,86882.03,
AF12:H2,115133.08,86739.97,
AF12:P1,113929.15,87237.18,114249.75,87205.20,95,
AF12:P2,113910.43,87016.43,113917.45,87067.91,367,
AF12:P3,114614.02,86680.23,114596.86,86507.85,185,
AF12:P4,114064.88,86549.19,113986.10,86645.13,320,
AF12:P5,113954.11,86681.79,114004.82,86719.24,413,
AF12:P6,114187.34,86493.81,114149.12,86464.16,232,
AF12:P7,114444.76,86571.81,114450.10,86641.23,364,
AF12:P8,114470.50,87071.03,114551.62,86975.09,139,
#--- End AF12 (aerodromo--L09)

AF13,aerodromo--M10,126437.15,97065.63,2,-M,10,2,0:1
AF13:H1,126027.15,96355.63,
AF13:H2,126847.15,97775.91,
AF13:P1,125821.89,96785.86,125988.53,97063.06,391,
AF13:P2,126144.10,96909.85,126043.81,96745.59,211,
AF13:P3,126223.07,97305.50,126204.12,97367.10,342,
AF13:P4,126236.50,97374.10,126362.06,97411.32,433,
AF13:P5,126636.89,96837.20,126577.66,96822.98,256,
AF13:P6,126696.12,96931.17,126709.54,96875.10,166,
AF13:P7,126527.12,96941.44,126590.29,96960.39,433,
AF13:P8,126873.81,97578.75,126846.17,97530.57,209,
#--- End AF13 (aerodromo--M10)

AF14,aerodromo--N08,138620.66,77273.65,2,-N,08,2,0:1
AF14:H1,139415.66,77273.65,
AF14:H2,137825.66,77273.65,
AF14:P1,138239.61,77058.98,138188.28,77059.80,270,
AF14:P2,138159.77,77060.61,137985.41,77062.24,270,
AF14:P3,138503.59,77445.99,138698.32,77447.62,449,
AF14:P4,139126.06,77449.25,139311.01,77445.18,91,
AF14:P5,139310.20,77434.58,139309.38,77383.25,180,
AF14:P6,139005.48,77172.23,138900.38,77173.86,270,
#--- End AF14 (aerodromo--N08)

AF15,aerodromo--S10,182226.69,90614.61,2,-S,10,2,0:1
AF15:H1,182788.69,91176.61,
AF15:H2,181664.38,90052.30,
AF15:P1,181463.68,90485.11,181661.38,90676.27,405,
AF15:P2,181746.49,90578.07,181612.94,90444.52,224,
AF15:P3,181916.69,90733.87,182067.26,90733.87,90,
AF15:P4,182817.88,90966.95,182698.58,90845.02,224,
AF15:P5,182775.58,91008.82,182800.60,90987.89,129,
AF15:P6,181957.28,90186.60,181821.12,90050.43,224,
#--- End AF15 (aerodromo--S10)

AF16,aerodromo--R10,174772.05,97163.16,2,-R,10,2,0:1
AF16:H1,174910.05,96381.16,
AF16:H2,174633.95,97947.01,
AF16:P1,175021.50,96735.52,175043.81,96593.58,171,
AF16:P2,175035.02,96592.22,174984.33,96582.76,259,
AF16:P3,174069.13,97110.65,174155.65,97054.55,122,
AF16:P4,173917.73,97091.05,173981.94,97171.48,398,
AF16:P5,174837.65,97791.30,174865.36,97614.89,171,
AF16:P6,174891.05,97543.91,174809.26,97531.07,261,
AF16:P7,174188.10,97024.13,174131.99,96943.70,214,
#--- End AF16 (aerodromo--R10)

AF17,aerodromo--Q13,166520.17,120009.09,2,-Q,13,2,0:1
AF17:H1,167302.17,120009.09,
AF17:H2,165736.27,120009.01,
AF17:P1,165852.63,120047.16,165853.75,120095.46,361,
AF17:P2,165884.08,120094.90,165985.72,120094.34,90,
AF17:P3,167190.30,119964.61,167107.75,119964.61,270,
AF17:P4,167074.06,119964.05,166992.07,119964.61,270,
AF17:P5,166060.41,120050.53,166192.38,120048.29,90,
#--- End AF17 (aerodromo--Q13)

AF18,aerodromo--Q15,165670.77,140583.38,2,-Q,15,2,0:1
AF18:H1,165882.77,141375.38,
AF18:H2,165458.30,139791.25,
AF18:P1,165157.94,140151.13,165245.08,140461.56,375,
AF18:P2,165420.72,140379.87,165355.37,140155.21,196,
AF18:P3,165950.36,140518.74,165983.04,140465.64,148,
AF18:P4,165923.13,140419.35,165863.22,140390.76,244,
AF18:P5,165370.34,140818.28,165446.59,140860.49,421,
AF18:P6,165545.98,140914.95,165596.36,140821.01,151,
AF18:P7,165819.65,140370.34,165765.19,140334.94,236,
AF18:P8,165906.79,140989.84,165870.03,140864.58,196,
AF18:P9,165408.47,140038.12,165261.42,140074.88,284,
#--- End AF18 (aerodromo--Q15)

AF19,aerodromo--C17,25289.95,160510.19,2,-C,17,2,0:2
AF19:H1,24494.95,160510.19,
AF19:H2,26084.95,160510.19,
AF19:P1,24652.05,160288.36,24652.05,160413.18,360,
AF19:P2,24931.94,160288.36,24671.72,160289.88,270,
