# Planeset Smolensk_1941, Junio y Julio, para la DangerZone v. 2.0
# según tablas de Yogy

#---Inventario Rojo (aviones iniciales, restantes, aparecidos)

IR,I-153_M62,50,50,0,
IR,I-153P,100,100,0,
IR,I-16TYPE18,50,50,0,
IR,I-16TYPE24,150,150,0,
IR,MIG-3-1940,10,10,0,
IR,MIG-3ud,50,50,0,
IR,LAGG-3SERIES4,21,21,0,
IR,Yak-1,20,20,0,
IR,IL-2M_1Series,10,10,0,
IR,IL-2M_2Series,20,20,0,
IR,SB-2M100A,30,30,0,
IR,SB-2M103,200,200,0,
IR,DB-3F,120,120,0,
IR,PE-2S1,80,80,0,
IR,TB-3,60,60,0,
IR,Li-2,30,30,0,


#---Escuadrones rojos

rusfig=3IAP,4IAP,11IAP,17IAP,22IAP,3GvIAP;
rusjab=8GvShAP,23ShAP,2GBAP,36GBAP;
rusbom=10GBAP,96GBAP,1BAP,9BAP;
rustrp=2TBAP;

### --------------------- AVIONES RUSOS

# I-153 M62: 50
1,rusjab,I-153_M62,1,air.I_153_M62,8xRS82,100,500,300:BD,
1,rusjab,I-153_M62,1,air.I_153_M62,2xFAB50_2xFAB100,100,500,300:AT,

# I-153P: 100
1,rusjab,I-153P,1,air.I_153P,8xRS82,100,500,300:BD,
1,rusjab,I-153P,1,air.I_153P,2xFAB50_2xFAB100,100,500,300:AT,

# I-16 Type 18: 50
1,rusfig,I-16TYPE18,1,air.I_16TYPE18,default,100,4000,430:EBA,
1,rusfig,I-16TYPE18,1,air.I_16TYPE18,default,100,1500,310:ESU,
1,rusjab,I-16TYPE18,1,air.I_16TYPE18,2fab100,100,1000,430:EBD,
1,rusjab,I-16TYPE18,1,air.I_16TYPE18,2fab100,100,1000,430:ET,
1,rusfig,I-16TYPE18,1,air.I_16TYPE18,default,100,4000,440:I,

# I-16 Type 24: 150
1,rusfig,I-16TYPE24,1,air.I_16TYPE24,default,100,4000,400:EBA,
1,rusfig,I-16TYPE24,1,air.I_16TYPE24,default,100,1500,310:ESU,
1,rusjab,I-16TYPE24,1,air.I_16TYPE24,6rs82,100,1000,450:EBD,
1,rusjab,I-16TYPE24,1,air.I_16TYPE24,2fab100,100,1000,450:ET,
1,rusfig,I-16TYPE24,1,air.I_16TYPE24,default,100,4000,450:I,

# MIG-3 1940 first series: 10
1,rusfig,MIG-3-1940,1,air.MIG_3EARLY,default,100,4000,400:EBA,10,
1,rusfig,MIG-3-1940,1,air.MIG_3EARLY,default,100,1500,300:ESU,10,
1,rusjab,MIG-3-1940,1,air.MIG_3EARLY,6xRS-82,100,1000,300:EBD,10,
1,rusjab,MIG-3-1940,1,air.MIG_3EARLY,6xRS-82,100,1000,300:ET,10,
1,rusfig,MIG-3-1940,1,air.MIG_3EARLY,default,100,4000,300:I,10,

# MIG-3ud standard 1941: 50
1,rusfig,MIG-3ud,1,air.MIG_3UD,default,100,4000,400:EBA,
1,rusfig,MIG-3ud,1,air.MIG_3UD,default,100,1500,310:ESU,
1,rusjab,MIG-3ud,1,air.MIG_3UD,2xBK,100,1000,450:EBD,
1,rusjab,MIG-3ud,1,air.MIG_3UD,2xFAB-100,1000,450,300:ET,
1,rusfig,MIG-3ud,1,air.MIG_3UD,default,100,4000,480:I,

# LaGG-3 S4: 21
1,rusfig,LAGG-3SERIES4,1,air.LAGG_3SERIES4,default,100,4000,300:EBA,
