# Planeset Kursk-1943 para la DangerZone v. 1.9.3
# según tablas de Yogy


#---Escuadrones rojos

rusfig=176IAP,3IAK,4IAP;
rusjab=11IAP,7IAP;
rusbom=34BAP,40BAP;
rustrp=80BAP;

### --------------------- AVIONES RUSOS

# P-39D2: 10
1,rusfig,P-39D2,1,air.P_39D2,default,100,4000,400:I,10,

# I-16 Type 24: 14
1,rusfig,I-16TYPE24,1,air.I_16TYPE24,default,100,4000,300:EBA,14,
1,rusfig,I-16TYPE24,1,air.I_16TYPE24,default,100,3000,300:ESU,14,
1,rusjab,I-16TYPE24,1,air.I_16TYPE24,2fab100,100,2000,300:EBD,14,
1,rusjab,I-16TYPE24,1,air.I_16TYPE24,2fab100,100,2000,300:ET,14,
1,rusfig,I-16TYPE24,1,air.I_16TYPE24,default,100,4000,400:I,14,

# HURRICANE FIELD MOD: 14
1,rusfig,Hurricane_MkII_bMod,1,air.HurricaneMkIIbMod,default,100,4000,400:I,14,

# LaGG-3 S.35 1942: 16
1,rusfig,LaGG-3series35,1,air.LAGG_3SERIES35,default,100,4000,400:EBA,16,
1,rusfig,LaGG-3series35,1,air.LAGG_3SERIES35,default,100,3000,300:ESU,16,
1,rusjab,LaGG-3series35,1,air.LAGG_3SERIES35,2xFAB50,100,2000,300:EBD,16,
1,rusjab,LaGG-3series35,1,air.LAGG_3SERIES35,2xFAB50,100,2000,300:ET,16,
1,rusfig,LaGG-3series35,1,air.LAGG_3SERIES35,default,100,4000,400:I,16,

# YAK-9: 20
1,rusfig,Yak-9,1,air.YAK_9,default,100,4000,400:EBA,20,
1,rusfig,Yak-9,1,air.YAK_9,default,100,3000,400:ESU,20,
1,rusfig,Yak-9,1,air.YAK_9,default,100,4000,400:I,20,
#1,rusfig,Yak-9,1,air.YAK_9,default,100,2000,400:RE,20,

# P-40M: 20
1,rusfig,P-40M,1,air.P_40M,default,100,4000,400:EBA,20,
1,rusfig,P-40M,1,air.P_40M,default,100,4000,300:ESU,20,
1,rusfig,P-40M,1,air.P_40M,default,100,4000,400:I,20,

# LA5-FN: 46
1,rusfig,LA-5FN,1,air.LA_5FN,default,100,4000,400:EBA,46,
