
# army,pais_task,external_name,human_flyable,class.air,def_weapons,def_fuel,def_alt,def_speed:tasks,numero,


#---red sqds

rusfig=176IAP,3IAK,7IAP,4IAP;
rusjab=11IAP,7IAP,4IAP;
rusbom=34BAP,40BAP,80BAP;
rustrp=34BAP,40BAP,80BAP;
#-------

#LA5-F  9/300
1,rusfig,LA-5F,1,air.LA_5F,default,100,2500,400:I,9,
1,rusfig,LA-5F,1,air.LA_5F,default,100,2500,400:ER,9,
1,rusfig,LA-5F,1,air.LA_5F,default,100,2500,400:EBA,9,
1,rusfig,LA-5F,1,air.LA_5F,default,100,2500,400:EBD,9,
1,rusfig,LA-5F,1,air.LA_5F,default,100,2500,400:ESU,9,
1,rusfig,LA-5F,1,air.LA_5F,2xFAB100,100,2500,400:ET,9,

#LA5-FN 21/300
1,rusfig,La-5FN,1,air.LA_5FN,default,100,2500,400:I,21,
1,rusfig,La-5FN,1,air.LA_5FN,default,100,2500,400:ER,21,
1,rusfig,La-5FN,1,air.LA_5FN,default,100,2500,400:EBA,21,
1,rusfig,La-5FN,1,air.LA_5FN,default,100,2500,400:EBD,21,
1,rusfig,La-5FN,1,air.LA_5FN,default,100,2500,400:ESU,21,
1,rusfig,La-5FN,1,air.LA_5FN,2xFAB100,100,2500,400:ET,21,

#P39-N1 2/300
1,rusfig,P-39N1,1,air.P_39N,extra,100,2500,400:I,2,
1,rusfig,P-39N1,1,air.P_39N,extra,100,2500,400:ER,2,
1,rusfig,P-39N1,1,air.P_39N,extra,100,2500,400:EBA,2,
1,rusfig,P-39N1,1,air.P_39N,extra,100,2500,400:EBD,2,
1,rusfig,P-39N1,1,air.P_39N,extra,100,2500,400:ESU,2,
1,rusfig,P-39N1,1,air.P_39N,1xFAB250,100,2500,400:ET,2,

#P39-Q1 9/300
1,rusfig,P-39Q1,1,air.P_39Q1,default,100,2500,400:I,9,
1,rusfig,P-39Q1,1,air.P_39Q1,default,100,2500,400:ER,9,
1,rusfig,P-39Q1,1,air.P_39Q1,default,100,2500,400:EBA,9,
1,rusfig,P-39Q1,1,air.P_39Q1,default,100,2500,400:EBD,9,
1,rusfig,P-39Q1,1,air.P_39Q1,default,100,2500,400:ESU,9,
1,rusfig,P-39Q1,1,air.P_39Q1,1xFAB250,100,2500,400:ET,9,

#P39-Q10 4/300
1,rusfig,P-39Q10,1,air.P_39Q10,default,100,2500,400:I,4,
1,rusfig,P-39Q10,1,air.P_39Q10,default,100,2500,400:ER,4,
1,rusfig,P-39Q10,1,air.P_39Q10,default,100,2500,400:EBA,4,
1,rusfig,P-39Q10,1,air.P_39Q10,default,100,2500,400:EBD,4,
1,rusfig,P-39Q10,1,air.P_39Q10,default,100,2500,400:ESU,4,
1,rusfig,P-39Q10,1,air.P_39Q10,1xFAB250,100,2500,400:ET,4,


#Yak-1B 9/300
1,rusfig,Yak-1B,1,air.YAK_1B,default,100,2500,400:EBA,9,
1,rusfig,Yak-1B,1,air.YAK_1B,default,100,2500,400:EBD,9,
1,rusfig,Yak-1B,1,air.YAK_1B,default,100,2500,400:ESU,9,
1,rusfig,Yak-1B,1,air.YAK_1B,default,100,2500,400:ER,9,
1,rusfig,Yak-1B,1,air.YAK_1B,6rs82,100,2500,400:I,9,
1,rusfig,Yak-1B,1,air.YAK_1B,2fab100,100,2500,400:ET,9,


#Yak-9D 28/300
1,rusfig,Yak-9D,1,air.YAK_9D,default,100,3000,400:I,28,
1,rusfig,Yak-9D,1,air.YAK_9D,default,100,3000,400:EBA,28,
1,rusfig,Yak-9D,1,air.YAK_9D,default,100,3000,400:EBD,28,
1,rusfig,Yak-9D,1,air.YAK_9D,default,100,3000,400:ESU,28,
1,rusfig,Yak-9D,1,air.YAK_9D,default,100,3000,400:ER,28,
1,rusfig,Yak-9D,1,air.YAK_9D,default,100,3000,400:ET,28,

#Yak-9T 10/300
1,rusfig,Yak-9T,1,air.YAK_9T,default,100,3000,400:I,10,
1,rusfig,Yak-9T,1,air.YAK_9T,default,100,3000,400:EBA,10,
1,rusfig,Yak-9T,1,air.YAK_9T,default,100,3000,400:EBD,10,
1,rusfig,Yak-9T,1,air.YAK_9T,default,100,3000,400:ESU,10,
1,rusfig,Yak-9T,1,air.YAK_9T,default,100,3000,400:ER,10,
1,rusfig,Yak-9T,1,air.YAK_9T,default,100,3000,400:ET,10,

#Yak-9M 5/300
1,rusfig,Yak-9M,1,air.YAK_9M,ns37,100,3000,400:I,5,
1,rusfig,Yak-9M,1,air.YAK_9M,default,100,3000,400:EBA,5,
1,rusfig,Yak-9M,1,air.YAK_9M,default,100,3000,400:EBD,5,
1,rusfig,Yak-9M,1,air.YAK_9M,default,100,3000,400:ESU,5,
1,rusfig,Yak-9M,1,air.YAK_9M,default,100,3000,400:ER,5,
1,rusfig,Yak-9M,1,air.YAK_9M,ns37,100,3000,400:ET,5,

#Yak-9K 2/300
