#escuadrillas alemanas

gerfig=Stab_JG26,Stab_JG54,8_JG5,I_JG3,I_JG27;
gerjab=14Jabo_JG5,8_JG5;
gerbom=I_KG27a,II_KG26a,II_KG27a,III_KG53a,Stab_KG53a;
gertrp=KGrzbV102a;

#gerfig=I_JG3;
#gerjab=14Jabo_JG5;
#gerbom=I_KG;


#escuadrillas americanas e inglesas

rusbom=B_8AF_100BG_349BS,B_8AF_381BG_532BS,B_8AF_385BG_549BS;
rusjab=8AF_004FG_334FS,8AF_355FG_357FS,9AF_362FG_378FS,548SquadronRAF;
rusfig=8AF_004FG_335FS,8AF_004FG_336FS,8AF_362FG_377FS,8AF_357FG_363FS,34Squadronfc,548SquadronRAF;
rustrp=B_8AF_100BG_349BS;


#rusbom=B_8AF_100BG_349BS;
#rusjab=8AF_004FG_334FS;
#rusfig=8AF_004FG_335FS;



2,gerfig,FW-190A8,1,air.FW_190A8,r22mk108,100,3000,400:I,30,
2,gerjab,FW-190A8,1,air.FW_190A8,1sc500,100,1500,400:BA,75,
2,gerjab,FW-190A8,1,air.FW_190A8,1sc500,100,1500,400:BD,75,

2,gerfig,FW-190A9,1,air.FW_190A9,r22mk108,100,3000,400:I,30,
2,gerjab,FW-190A9,1,air.FW_190A9,1sc500,100,1500,400:BA,75,
2,gerjab,FW-190A9,1,air.FW_190A9,1sc500,100,1500,400:BD,75,

2,gerfig,FW-190D9,1,air.FW_190D9,default,100,3000,400:I,30,
2,gerfig,FW-190D9,1,air.FW_190D9,default,100,3000,400:EBA,30,
2,gerfig,FW-190D9,1,air.FW_190D9,default,100,3000,400:ESU,30,
2,gerfig,FW-190D9,1,air.FW_190D9,default,100,3000,400:EBD,30,
2,gerfig,FW-190D9,1,air.FW_190D9,default,100,3000,400:ET,30,

2,gerfig,BF109-K4,1,air.BF_109K4,default,100,3000,400:I,15,
2,gerfig,BF109-K4,1,air.BF_109K4,default,100,3000,400:EBA,15,
2,gerfig,BF109-K4,1,air.BF_109K4,default,100,3000,400:ESU,15,
2,gerfig,BF109-K4,1,air.BF_109K4,default,100,3000,400:EBD,15,
2,gerfig,BF109-K4,1,air.BF_109K4,default,100,3000,400:ET,15,

2,gerfig,BF109-G14,1,air.BF_109G14,default,100,3000,400:I,90,
2,gerfig,BF109-G14,1,air.BF_109G14,default,100,3000,400:EBA,90,
2,gerfig,BF109-G14,1,air.BF_109G14,default,100,3000,400:ESU,90,
2,gerfig,BF109-G14,1,air.BF_109G14,default,100,3000,400:EBD,90,
2,gerfig,BF109-G14,1,air.BF_109G14,default,100,3000,400:ET,90,

2,gerfig,BF109-G10,1,air.BF_109G10,default,100,3000,400:I,90,
2,gerfig,BF109-G10,1,air.BF_109G10,default,100,3000,400:EBA,105,
2,gerfig,BF109-G10,1,air.BF_109G10,default,100,3000,400:ESU,105,
2,gerfig,BF109-G10,1,air.BF_109G10,default,100,3000,400:EBD,105,
2,gerfig,BF109-G10,1,air.BF_109G10,default,100,3000,400:ET,105,

2,gerfig,BF109-G6Late,1,air.BF_109G6Late,U3-MK108,100,3000,400:I,15,
2,gerfig,BF109-G6Late,1,air.BF_109G6Late,U3-MK108,100,3000,400:EBA,60,
2,gerfig,BF109-G6Late,1,air.BF_109G6Late,U3-MK108,100,3000,400:ESU,60,
2,gerfig,BF109-G6Late,1,air.BF_109G6Late,U3-MK108,100,3000,400:EBD,60,
2,gerfig,BF109-G6Late,1,air.BF_109G6Late,U3-MK108,100,3000,400:ET,60,


2,gerjab,BF110-G2,1,air.BF_110G2,r4_,100,1500,400:BD,150,
2,gerjab,BF110-G2,1,air.BF_110G2,r3m2sc500,100,1500,400:BA,120,

2,gerbom,HE-111-H6,1,air.HE_111H6,4xSC500,100,2500,350:BA,20,

