## army,pais_task,external_name,human_flyable,class.air,def_weapons,def_fuel,def_alt,def_speed:tasks,numero,


#---red sqds

rusfig=176IAP,3IAK,7IAP,4IAP;
rusjab=11IAP,7IAP,4IAP;
rusbom=34BAP,40BAP,80BAP;
rustrp=34BAP,40BAP,80BAP;
#-------

# tipo avion    xx/300 (moscu 41) xx/300 moscu 42

# I-153 M62 10/300 8/300
1,rusjab,I-153-M62,1,air.I_153_M62,8xRS82,100,1000,350:BD,10,
#1,rusjab,I-153-M62,1,air.I_153_M62,8xRS82,100,2000,350:BA,10,
#1,rusfig,I-153-M62,1,air.I_153_M62,default,100,2000,350:I,10,
#1,rusjab,I-153-M62,1,air.I_153_M62,8xRS82,100,2000,350:ET,10,


# I-153 P 18/300 18/300
1,rusjab,I-153P,1,air.I_153P,8xRS82,100,1000,350:BD,18,
#1,rusjab,I-153P,1,air.I_153P,8xRS82,100,2000,350:BA,18,
#1,rusfig,I-153P,1,air.I_153P,default,100,2000,350:I,18,
#1,rusjab,I-153P,1,air.I_153P,8xRS82,100,2000,350:ET,18,


# I-16 t 18   30/300 20/300
#1,rusjab,I-16t18,1,air.I_16TYPE18,2fab100,100,2000,350:BA,30,
1,rusjab,I-16t18,1,air.I_16TYPE18,2fab100,100,1000,350:BD,30,
1,rusfig,I-16t18,1,air.I_16TYPE18,default,100,2000,350:EBA,30,
1,rusfig,I-16t18,1,air.I_16TYPE18,default,100,2000,350:EBD,30,
1,rusfig,I-16t18,1,air.I_16TYPE18,default,100,2000,350:ESU,30,
1,rusfig,I-16t18,1,air.I_16TYPE18,default,100,2000,350:ER,30,
#1,rusfig,I-16t18,1,air.I_16TYPE18,default,100,2000,350:I,30,
1,rusfig,I-16t18,1,air.I_16TYPE18,2fab100,100,2000,350:ET,30,


# I-16 t 24 48/300 46/300
#1,rusjab,I-16t24,1,air.I_16TYPE24,2fab100,100,2000,350:BA,48,
1,rusjab,I-16t24,1,air.I_16TYPE24,2fab100,100,1000,350:BD,48,
1,rusfig,I-16t24,1,air.I_16TYPE24,default,100,2000,350:EBA,48,
1,rusfig,I-16t24,1,air.I_16TYPE24,default,100,2000,350:EBD,48,
1,rusfig,I-16t24,1,air.I_16TYPE24,default,100,2000,350:ESU,48,
1,rusfig,I-16t24,1,air.I_16TYPE24,default,100,2000,350:ER,48,
#1,rusfig,I-16t24,1,air.I_16TYPE24,6rs82,100,2000,350:I,48,
