 <img src="../images/front.jpg" width="1440" height="768" border="0" alt="Mapa del Frente" usemap="#map">
 <map name="map">
  <area shape ="rect" coords="0,721,47,767"  onMouseOver="ShowInfo(event,0,0)" onMouseOut="HideInfo(0,0)">
  <area shape ="rect" coords="47,721,94,767"  onMouseOver="ShowInfo(event,1,0)" onMouseOut="HideInfo(1,0)">
  <area shape ="rect" coords="94,721,141,767"  onMouseOver="ShowInfo(event,2,0)" onMouseOut="HideInfo(2,0)">
  <area shape ="rect" coords="141,721,188,767"  onMouseOver="ShowInfo(event,3,0)" onMouseOut="HideInfo(3,0)">
  <area shape ="rect" coords="188,721,235,767"  onMouseOver="ShowInfo(event,4,0)" onMouseOut="HideInfo(4,0)">
  <area shape ="rect" coords="235,721,282,767"  onMouseOver="ShowInfo(event,5,0)" onMouseOut="HideInfo(5,0)">
  <area shape ="rect" coords="282,721,329,767"  onMouseOver="ShowInfo(event,6,0)" onMouseOut="HideInfo(6,0)">
  <area shape ="rect" coords="329,721,376,767"  onMouseOver="ShowInfo(event,7,0)" onMouseOut="HideInfo(7,0)">
  <area shape ="rect" coords="376,721,423,767"  onMouseOver="ShowInfo(event,8,0)" onMouseOut="HideInfo(8,0)">
  <area shape ="rect" coords="423,721,470,767"  onMouseOver="ShowInfo(event,9,0)" onMouseOut="HideInfo(9,0)">
  <area shape ="rect" coords="470,721,517,767"  onMouseOver="ShowInfo(event,10,0)" onMouseOut="HideInfo(10,0)">
  <area shape ="rect" coords="517,721,564,767"  onMouseOver="ShowInfo(event,11,0)" onMouseOut="HideInfo(11,0)">
  <area shape ="rect" coords="564,721,611,767"  onMouseOver="ShowInfo(event,12,0)" onMouseOut="HideInfo(12,0)">
  <area shape ="rect" coords="611,721,658,767"  onMouseOver="ShowInfo(event,13,0)" onMouseOut="HideInfo(13,0)">
  <area shape ="rect" coords="658,721,705,767"  onMouseOver="ShowInfo(event,14,0)" onMouseOut="HideInfo(14,0)">
  <area shape ="rect" coords="705,721,752,767"  onMouseOver="ShowInfo(event,15,0)" onMouseOut="HideInfo(15,0)">
  <area shape ="rect" coords="752,721,799,767"  onMouseOver="ShowInfo(event,16,0)" onMouseOut="HideInfo(16,0)">
  <area shape ="rect" coords="799,721,846,767"  onMouseOver="ShowInfo(event,17,0)" onMouseOut="HideInfo(17,0)">
  <area shape ="rect" coords="846,721,893,767"  onMouseOver="ShowInfo(event,18,0)" onMouseOut="HideInfo(18,0)">
  <area shape ="rect" coords="893,721,940,767"  onMouseOver="ShowInfo(event,19,0)" onMouseOut="HideInfo(19,0)">
  <area shape ="rect" coords="940,721,987,767"  onMouseOver="ShowInfo(event,20,0)" onMouseOut="HideInfo(20,0)">
  <area shape ="rect" coords="987,721,1034,767"  onMouseOver="ShowInfo(event,21,0)" onMouseOut="HideInfo(21,0)">
  <area shape ="rect" coords="1034,721,1081,767"  onMouseOver="ShowInfo(event,22,0)" onMouseOut="HideInfo(22,0)">
  <area shape ="rect" coords="1081,721,1128,767"  onMouseOver="ShowInfo(event,23,0)" onMouseOut="HideInfo(23,0)">
  <area shape ="rect" coords="1128,721,1175,767"  onMouseOver="ShowInfo(event,24,0)" onMouseOut="HideInfo(24,0)">
  <area shape ="rect" coords="1175,721,1222,767"  onMouseOver="ShowInfo(event,25,0)" onMouseOut="HideInfo(25,0)">
  <area shape ="rect" coords="1222,721,1269,767"  onMouseOver="ShowInfo(event,26,0)" onMouseOut="HideInfo(26,0)">
  <area shape ="rect" coords="1269,721,1316,767"  onMouseOver="ShowInfo(event,27,0)" onMouseOut="HideInfo(27,0)">
  <area shape ="rect" coords="1316,721,1363,767"  onMouseOver="ShowInfo(event,28,0)" onMouseOut="HideInfo(28,0)">
  <area shape ="rect" coords="1363,721,1410,767"  onMouseOver="ShowInfo(event,29,0)" onMouseOut="HideInfo(29,0)">
  <area shape ="rect" coords="0,674,47,720"  onMouseOver="ShowInfo(event,0,1)" onMouseOut="HideInfo(0,1)">
  <area shape ="rect" coords="47,674,94,720"  onMouseOver="ShowInfo(event,1,1)" onMouseOut="HideInfo(1,1)">
  <area shape ="rect" coords="94,674,141,720"  onMouseOver="ShowInfo(event,2,1)" onMouseOut="HideInfo(2,1)">
  <area shape ="rect" coords="141,674,188,720"  onMouseOver="ShowInfo(event,3,1)" onMouseOut="HideInfo(3,1)">
  <area shape ="rect" coords="188,674,235,720"  onMouseOver="ShowInfo(event,4,1)" onMouseOut="HideInfo(4,1)">
  <area shape ="rect" coords="235,674,282,720"  onMouseOver="ShowInfo(event,5,1)" onMouseOut="HideInfo(5,1)">
  <area shape ="rect" coords="282,674,329,720"  onMouseOver="ShowInfo(event,6,1)" onMouseOut="HideInfo(6,1)">
  <area shape ="rect" coords="329,674,376,720"  onMouseOver="ShowInfo(event,7,1)" onMouseOut="HideInfo(7,1)">
  <area shape ="rect" coords="376,674,423,720"  onMouseOver="ShowInfo(event,8,1)" onMouseOut="HideInfo(8,1)">
  <area shape ="rect" coords="423,674,470,720"  onMouseOver="ShowInfo(event,9,1)" onMouseOut="HideInfo(9,1)">
  <area shape ="rect" coords="470,674,517,720"  onMouseOver="ShowInfo(event,10,1)" onMouseOut="HideInfo(10,1)">
  <area shape ="rect" coords="517,674,564,720"  onMouseOver="ShowInfo(event,11,1)" onMouseOut="HideInfo(11,1)">
  <area shape ="rect" coords="564,674,611,720"  onMouseOver="ShowInfo(event,12,1)" onMouseOut="HideInfo(12,1)">
  <area shape ="rect" coords="611,674,658,720"  onMouseOver="ShowInfo(event,13,1)" onMouseOut="HideInfo(13,1)">
  <area shape ="rect" coords="658,674,705,720"  onMouseOver="ShowInfo(event,14,1)" onMouseOut="HideInfo(14,1)">
  <area shape ="rect" coords="705,674,752,720"  onMouseOver="ShowInfo(event,15,1)" onMouseOut="HideInfo(15,1)">
  <area shape ="rect" coords="752,674,799,720"  onMouseOver="ShowInfo(event,16,1)" onMouseOut="HideInfo(16,1)">
  <area shape ="rect" coords="799,674,846,720"  onMouseOver="ShowInfo(event,17,1)" onMouseOut="HideInfo(17,1)">
  <area shape ="rect" coords="846,674,893,720"  onMouseOver="ShowInfo(event,18,1)" onMouseOut="HideInfo(18,1)">
  <area shape ="rect" coords="893,674,940,720"  onMouseOver="ShowInfo(event,19,1)" onMouseOut="HideInfo(19,1)">
  <area shape ="rect" coords="940,674,987,720"  onMouseOver="ShowInfo(event,20,1)" onMouseOut="HideInfo(20,1)">
  <area shape ="rect" coords="987,674,1034,720"  onMouseOver="ShowInfo(event,21,1)" onMouseOut="HideInfo(21,1)">
  <area shape ="rect" coords="1034,674,1081,720"  onMouseOver="ShowInfo(event,22,1)" onMouseOut="HideInfo(22,1)">
  <area shape ="rect" coords="1081,674,1128,720"  onMouseOver="ShowInfo(event,23,1)" onMouseOut="HideInfo(23,1)">
  <area shape ="rect" coords="1128,674,1175,720"  onMouseOver="ShowInfo(event,24,1)" onMouseOut="HideInfo(24,1)">
  <area shape ="rect" coords="1175,674,1222,720"  onMouseOver="ShowInfo(event,25,1)" onMouseOut="HideInfo(25,1)">
  <area shape ="rect" coords="1222,674,1269,720"  onMouseOver="ShowInfo(event,26,1)" onMouseOut="HideInfo(26,1)">
  <area shape ="rect" coords="1269,674,1316,720"  onMouseOver="ShowInfo(event,27,1)" onMouseOut="HideInfo(27,1)">
  <area shape ="rect" coords="1316,674,1363,720"  onMouseOver="ShowInfo(event,28,1)" onMouseOut="HideInfo(28,1)">
  <area shape ="rect" coords="1363,674,1410,720"  onMouseOver="ShowInfo(event,29,1)" onMouseOut="HideInfo(29,1)">
  <area shape ="rect" coords="0,627,47,673"  onMouseOver="ShowInfo(event,0,2)" onMouseOut="HideInfo(0,2)">
  <area shape ="rect" coords="47,627,94,673"  onMouseOver="ShowInfo(event,1,2)" onMouseOut="HideInfo(1,2)">
  <area shape ="rect" coords="94,627,141,673"  onMouseOver="ShowInfo(event,2,2)" onMouseOut="HideInfo(2,2)">
  <area shape ="rect" coords="141,627,188,673"  onMouseOver="ShowInfo(event,3,2)" onMouseOut="HideInfo(3,2)">
  <area shape ="rect" coords="188,627,235,673"  onMouseOver="ShowInfo(event,4,2)" onMouseOut="HideInfo(4,2)">
  <area shape ="rect" coords="235,627,282,673"  onMouseOver="ShowInfo(event,5,2)" onMouseOut="HideInfo(5,2)">
  <area shape ="rect" coords="282,627,329,673"  onMouseOver="ShowInfo(event,6,2)" onMouseOut="HideInfo(6,2)">
  <area shape ="rect" coords="329,627,376,673"  onMouseOver="ShowInfo(event,7,2)" onMouseOut="HideInfo(7,2)">
  <area shape ="rect" coords="376,627,423,673"  onMouseOver="ShowInfo(event,8,2)" onMouseOut="HideInfo(8,2)">
  <area shape ="rect" coords="423,627,470,673"  onMouseOver="ShowInfo(event,9,2)" onMouseOut="HideInfo(9,2)">
  <area shape ="rect" coords="470,627,517,673"  onMouseOver="ShowInfo(event,10,2)" onMouseOut="HideInfo(10,2)">
  <area shape ="rect" coords="517,627,564,673"  onMouseOver="ShowInfo(event,11,2)" onMouseOut="HideInfo(11,2)">
  <area shape ="rect" coords="564,627,611,673"  onMouseOver="ShowInfo(event,12,2)" onMouseOut="HideInfo(12,2)">
  <area shape ="rect" coords="611,627,658,673"  onMouseOver="ShowInfo(event,13,2)" onMouseOut="HideInfo(13,2)">
  <area shape ="rect" coords="658,627,705,673"  onMouseOver="ShowInfo(event,14,2)" onMouseOut="HideInfo(14,2)">
  <area shape ="rect" coords="705,627,752,673"  onMouseOver="ShowInfo(event,15,2)" onMouseOut="HideInfo(15,2)">
  <area shape ="rect" coords="752,627,799,673"  onMouseOver="ShowInfo(event,16,2)" onMouseOut="HideInfo(16,2)">
  <area shape ="rect" coords="799,627,846,673"  onMouseOver="ShowInfo(event,17,2)" onMouseOut="HideInfo(17,2)">
  <area shape ="rect" coords="846,627,893,673"  onMouseOver="ShowInfo(event,18,2)" onMouseOut="HideInfo(18,2)">
  <area shape ="rect" coords="893,627,940,673"  onMouseOver="ShowInfo(event,19,2)" onMouseOut="HideInfo(19,2)">
  <area shape ="rect" coords="940,627,987,673"  onMouseOver="ShowInfo(event,20,2)" onMouseOut="HideInfo(20,2)">
  <area shape ="rect" coords="987,627,1034,673"  onMouseOver="ShowInfo(event,21,2)" onMouseOut="HideInfo(21,2)">
  <area shape ="rect" coords="1034,627,1081,673"  onMouseOver="ShowInfo(event,22,2)" onMouseOut="HideInfo(22,2)">
  <area shape ="rect" coords="1081,627,1128,673"  onMouseOver="ShowInfo(event,23,2)" onMouseOut="HideInfo(23,2)">
  <area shape ="rect" coords="1128,627,1175,673"  onMouseOver="ShowInfo(event,24,2)" onMouseOut="HideInfo(24,2)">
  <area shape ="rect" coords="1175,627,1222,673"  onMouseOver="ShowInfo(event,25,2)" onMouseOut="HideInfo(25,2)">
  <area shape ="rect" coords="1222,627,1269,673"  onMouseOver="ShowInfo(event,26,2)" onMouseOut="HideInfo(26,2)">
  <area shape ="rect" coords="1269,627,1316,673"  onMouseOver="ShowInfo(event,27,2)" onMouseOut="HideInfo(27,2)">
  <area shape ="rect" coords="1316,627,1363,673"  onMouseOver="ShowInfo(event,28,2)" onMouseOut="HideInfo(28,2)">
  <area shape ="rect" coords="1363,627,1410,673"  onMouseOver="ShowInfo(event,29,2)" onMouseOut="HideInfo(29,2)">
  <area shape ="rect" coords="0,580,47,626"  onMouseOver="ShowInfo(event,0,3)" onMouseOut="HideInfo(0,3)">
  <area shape ="rect" coords="47,580,94,626"  onMouseOver="ShowInfo(event,1,3)" onMouseOut="HideInfo(1,3)">
  <area shape ="rect" coords="94,580,141,626"  onMouseOver="ShowInfo(event,2,3)" onMouseOut="HideInfo(2,3)">
  <area shape ="rect" coords="141,580,188,626"  onMouseOver="ShowInfo(event,3,3)" onMouseOut="HideInfo(3,3)">
  <area shape ="rect" coords="188,580,235,626"  onMouseOver="ShowInfo(event,4,3)" onMouseOut="HideInfo(4,3)">
  <area shape ="rect" coords="235,580,282,626"  onMouseOver="ShowInfo(event,5,3)" onMouseOut="HideInfo(5,3)">
  <area shape ="rect" coords="282,580,329,626"  onMouseOver="ShowInfo(event,6,3)" onMouseOut="HideInfo(6,3)">
