# army,pais_task,external_name,human_flyable,class.air,def_weapons,def_fuel,def_alt,def_speed:tasks,numero,


#---red sqds

rusfig=176IAP,3IAK,7IAP,4IAP;
rusjab=11IAP,7IAP,4IAP;
rusbom=34BAP,40BAP,80BAP;
rustrp=34BAP,40BAP,80BAP;
usafig=USA_FG_035_FS_041z,USA_FG_054_FS_042z,USA_FG_015_FS_048z,USA_FG_024_FS_003z;
usajab=USA_BG_042_BS_075z,USA_BG_030_BS_030z;
usabom=USA_BG_XXX_BS_349z,USA_BG_003_BS_008z;
usatrp=USA_BG_XXX_BS_349z,USA_BG_003_BS_008z;

#-------

#LA5-F  4/300
#1,rusfig,LA-5F,1,air.LA_5F,default,100,2500,400:I,4,
#1,rusfig,LA-5F,1,air.LA_5F,default,100,2500,400:ER,4,
#1,rusfig,LA-5F,1,air.LA_5F,default,100,2500,400:EBA,4,
#1,rusfig,LA-5F,1,air.LA_5F,default,100,2500,400:EBD,4,
#1,rusfig,LA-5F,1,air.LA_5F,default,100,2500,400:ESU,4,
#1,rusfig,LA-5F,1,air.LA_5F,2xFAB100,100,2500,400:ET,4,

#LA5-FN 22/300
1,rusfig,La-5FN,1,air.LA_5FN,default,100,5000,400:I,629,
1,rusfig,La-5FN,1,air.LA_5FN,default,100,2500,400:ER,629,
1,rusfig,La-5FN,1,air.LA_5FN,default,100,5000,400:EBA,629,
1,rusfig,La-5FN,1,air.LA_5FN,default,100,2500,400:EBD,6299,
1,rusfig,La-5FN,1,air.LA_5FN,default,100,2500,400:ESU,6299,
1,rusfig,La-5FN,1,air.LA_5FN,default,100,2500,400:ET,629,

#LA7  16/300
1,rusfig,La-7,1,air.LA_7,default,100,5000,400:I,1467,
1,rusfig,La-7,1,air.LA_7,default,100,2500,400:ER,1467,
1,rusfig,La-7,1,air.LA_7,default,100,5000,400:EBA,1467,
1,rusfig,La-7,1,air.LA_7,default,100,2500,400:EBD,1467,
1,rusfig,La-7,1,air.LA_7,default,100,2500,400:ESU,1467,
1,rusfig,La-7,1,air.LA_7,default,100,2500,400:ET,1467,

#TEMPEST5
1,rusfig,TEMPEST5,1,air.TEMPEST5,default,100,5000,400:I,500,
1,rusfig,TEMPEST5,1,air.TEMPEST5,default,100,2500,400:ER,500,
1,rusfig,TEMPEST5,1,air.TEMPEST5,default,100,5000,400:EBA,500,
1,rusfig,TEMPEST5,1,air.TEMPEST5,default,100,2500,400:EBD,500,
1,rusfig,TEMPEST5,1,air.TEMPEST5,default,100,2500,400:ESU,500,
1,rusfig,TEMPEST5,1,air.TEMPEST5,default,100,2500,400:ET,500,

#LA7-3xB  16/300
1,rusfig,La-7-3xB,1,air.LA_7B20,default,100,5000,400:I,360,
1,rusfig,La-7-3xB,1,air.LA_7B20,default,100,2500,400:ER,360,
1,rusfig,La-7-3xB,1,air.LA_7B20,default,100,5000,400:EBA,360,
1,rusfig,La-7-3xB,1,air.LA_7B20,default,100,2500,400:EBD,360,
1,rusfig,La-7-3xB,1,air.LA_7B20,default,100,2500,400:ESU,360,
1,rusfig,La-7-3xB,1,air.LA_7B20,default,100,2500,400:ET,360,

#P39-N1 1/300
#1,rusfig,P-39N1,1,air.P_39N,extra,100,2500,400:I,1,
#1,rusfig,P-39N1,1,air.P_39N,extra,100,2500,400:ER,1,
#1,rusfig,P-39N1,1,air.P_39N,extra,100,2500,400:EBA,1,
#1,rusfig,P-39N1,1,air.P_39N,extra,100,2500,400:EBD,1,
#1,rusfig,P-39N1,1,air.P_39N,extra,100,2500,400:ESU,1,
#1,rusfig,P-39N1,1,air.P_39N,1xFAB250,100,2500,400:ET,1,

#P39-Q1 4/300
#1,rusfig,P-39Q1,1,air.P_39Q1,default,100,2500,400:I,4,
#1,rusfig,P-39Q1,1,air.P_39Q1,default,100,2500,400:ER,4,
#1,rusfig,P-39Q1,1,air.P_39Q1,default,100,2500,400:EBA,4,
#1,rusfig,P-39Q1,1,air.P_39Q1,default,100,2500,400:EBD,4,
#1,rusfig,P-39Q1,1,air.P_39Q1,default,100,2500,400:ESU,4,
#1,rusfig,P-39Q1,1,air.P_39Q1,1xFAB250,100,2500,400:ET,4,

#P39-Q10 15/300
1,rusfig,P-39Q10,1,air.P_39Q10,default,100,5000,400:I,300,
1,rusfig,P-39Q10,1,air.P_39Q10,default,100,2500,400:ER,300,
1,rusfig,P-39Q10,1,air.P_39Q10,default,100,5000,400:EBA,300,
1,rusfig,P-39Q10,1,air.P_39Q10,default,100,2500,400:EBD,300,
1,rusfig,P-39Q10,1,air.P_39Q10,default,100,2500,400:ESU,300,
1,rusfig,P-39Q10,1,air.P_39Q10,default,100,2500,400:ET,300,

#P51-D20 15/300
1,usafig,P-51D20NA,1,air.P_51D20NA,default,100,5000,400:I,643,
1,usafig,P-51D20NA,1,air.P_51D20NA,default,100,2500,400:ER,643,
1,usafig,P-51D20NA,1,air.P_51D20NA,default,100,5000,400:EBA,643,
1,usafig,P-51D20NA,1,air.P_51D20NA,default,100,2500,400:EBD,643,
1,usafig,P-51D20NA,1,air.P_51D20NA,default,100,2500,400:ESU,643,
1,usafig,P-51D20NA,1,air.P_51D20NA,default,100,2500,400:ET,643,

#P-63C 15/300
1,usafig,P-63C,1,air.P_63C,default,100,5000,400:I,548,
1,usafig,P-63C,1,air.P_63C,default,100,2500,400:ER,548,
1,usafig,P-63C,1,air.P_63C,default,100,5000,400:EBA,548,
1,usafig,P-63C,1,air.P_63C,default,100,2500,400:EBD,548,
1,usafig,P-63C,1,air.P_63C,default,100,2500,400:ESU,548,
1,usafig,P-63C,1,air.P_63C,default,100,2500,400:ET,548,

#Yak-9D 25/300
#1,rusfig,Yak-9D,1,air.YAK_9D,default,100,3000,400:I,25,
#1,rusfig,Yak-9D,1,air.YAK_9D,default,100,3000,400:EBA,25,
#1,rusfig,Yak-9D,1,air.YAK_9D,default,100,3000,400:EBD,25,
#1,rusfig,Yak-9D,1,air.YAK_9D,default,100,3000,400:ESU,25,
#1,rusfig,Yak-9D,1,air.YAK_9D,default,100,3000,400:ER,25,
#1,rusfig,Yak-9D,1,air.YAK_9D,default,100,3000,400:ET,25,

#Yak-9T 10/300
1,rusfig,Yak-9T,1,air.YAK_9T,default,100,5000,400:I,400,
1,rusfig,Yak-9T,1,air.YAK_9T,default,100,5000,400:EBA,400,
1,rusfig,Yak-9T,1,air.YAK_9T,default,100,2500,400:EBD,400,
1,rusfig,Yak-9T,1,air.YAK_9T,default,100,2500,400:ESU,400,
1,rusfig,Yak-9T,1,air.YAK_9T,default,100,2500,400:ER,400,
1,rusfig,Yak-9T,1,air.YAK_9T,default,100,2500,400:ET,400,

#Yak-9M 21/300
1,rusfig,Yak-9M,1,air.YAK_9M,default,100,5000,400:I,600,
1,rusfig,Yak-9M,1,air.YAK_9M,default,100,5000,400:EBA,600,
1,rusfig,Yak-9M,1,air.YAK_9M,default,100,2500,400:EBD,600,
1,rusfig,Yak-9M,1,air.YAK_9M,default,100,2500,400:ESU,600,
1,rusfig,Yak-9M,1,air.YAK_9M,default,100,2500,400:ER,600,
1,rusfig,Yak-9M,1,air.YAK_9M,default,100,2500,400:ET,600,

#Yak-9K 21/300
1,rusfig,Yak-9K,1,air.YAK_9K,default,100,5000,400:I,193,
1,rusfig,Yak-9K,1,air.YAK_9K,default,100,5000,400:EBA,193,
1,rusfig,Yak-9K,1,air.YAK_9K,default,100,2500,400:EBD,193,
1,rusfig,Yak-9K,1,air.YAK_9K,default,100,2500,400:ESU,193,
1,rusfig,Yak-9K,1,air.YAK_9K,default,100,2500,400:ER,193,
1,rusfig,Yak-9K,1,air.YAK_9K,default,100,2500,400:ET,193,

#Yak-9U 17/300
