FRONT_LINE_VERSION=00542

FRONT_LINE_VERSION=00000

MAP_RIGHT=191000
MAP_TOP=80000



AF01,aerodromo--C07,23543.45,62103.71,2,-C,07,2,5.25:2
AF01:H1,23135.45,61396.71,
AF01:H2,23952.95,62812.66,
AF01:P1,24100.38,61945.60,24182.67,61645.71,164,
AF01:P2,24142.61,61632.72,23997.53,61598.07,256,
AF01:P3,24006.19,61913.12,24054.91,61707.42,166,
AF01:P4,23638.09,61590.49,23581.80,61487.64,208,
AF01:P5,23485.44,61502.80,23429.14,61533.11,298,
AF01:P6,23201.79,61879.56,23263.50,61983.50,390,
AF01:P7,23287.31,62023.55,23350.11,62124.24,391,
AF01:P8,23271.07,61839.50,23402.08,62074.44,389,
AF01:P9,23400.99,62219.51,23469.20,62178.37,121,
#--- End AF01 (aerodromo--C07)

AF02,aerodromo--D07,35489.28,64900.18,2,-D,07,2,5.25:2
AF02:H1,35896.28,64195.18,
AF02:H2,35081.28,65606.80,
AF02:P1,35602.18,65446.65,35754.64,65188.06,149,
AF02:P2,35433.27,65342.02,35563.32,65416.76,420,
AF02:P3,35576.77,65340.53,35687.38,65174.61,146,
AF02:P4,35095.46,64844.27,35159.73,65077.45,375,
AF02:P5,35153.75,64833.80,35215.04,65044.56,376,
AF02:P6,35549.86,64585.68,35392.91,64494.50,239,
AF02:P7,35310.70,64629.02,35475.12,64723.19,420,
#--- End AF02 (aerodromo--D07)

AF03,aerodromo--G08,65882.68,72899.7,2,-G,08,2,27.5:2
AF03:H1,65095.68,72689.70,
AF03:H2,66670.13,73111.57,
AF03:P1,65837.29,72503.73,65614.35,72628.88,299,
AF03:P2,65867.27,72557.18,65644.34,72682.33,299,
AF03:P3,66207.54,72884.40,66253.16,72705.80,165,
AF03:P4,66087.60,72664.08,66040.66,72843.99,345,
AF03:P5,65371.87,73155.57,65679.54,73240.31,434,
AF03:P6,65390.12,73095.60,65692.58,73181.65,434,
AF03:P7,65424.02,72916.10,65562.21,72949.59,436,
AF03:P8,65626.09,72967.84,65759.06,73000.43,436,
#--- End AF03 (aerodromo--G08)

AF04,aerodromo--L07,114218.68,64731.26,2,-L,07,2,86.5:1
AF04:H1,113534.68,65126.26,
AF04:H2,114903.00,64336.26,
AF04:P1,114671.69,64675.14,114847.91,64570.87,120,
AF04:P2,114640.41,64617.79,114816.63,64529.16,116,
AF04:P3,113812.46,64840.94,113739.47,64713.72,209,
AF04:P4,113709.23,64728.32,113543.43,64826.34,300,
AF04:P5,113561.16,64853.45,113627.90,64954.60,393,
AF04:P6,113789.52,64668.88,113866.69,64803.40,389,
AF04:P7,113824.98,65073.47,113997.03,64968.15,121,
#--- End AF04 (aerodromo--L07)

AF05,aerodromo--P08,158305.03,72755.75,2,-P,08,2,19:1
AF05:H1,157595.03,72345.75,
AF05:H2,159015.31,73165.75,
AF05:P1,157631.83,72808.11,157902.96,72965.77,419,
AF05:P2,158010.41,72777.98,157757.35,72635.38,240,
AF05:P3,157716.18,72711.70,157954.18,72841.24,421,
AF05:P4,158259.46,73135.48,158374.94,73104.35,105,
AF05:P5,158290.59,73075.22,158405.07,73044.09,105,
AF05:P6,158247.41,73018.99,158357.87,72989.87,104,
AF05:P7,158430.17,72441.57,158296.61,72482.74,287,
AF05:P8,158532.60,72754.88,158371.93,72659.48,239,
#--- End AF05 (aerodromo--P08)

AF06,aerodromo--S07,188106.52,60246.62,2,-S,07,2,0:1
AF06:H1,187418.52,59849.62,
AF06:H2,188795.48,60644.62,
AF06:P1,188414.51,60626.83,188557.24,60701.59,422,
AF06:P2,188598.31,60636.29,188453.81,60558.28,241,
AF06:P3,188354.37,59489.91,188419.04,59720.66,375,
AF06:P4,188412.65,59473.14,188485.31,59703.90,377,
AF06:P5,187484.78,60086.32,187673.73,60191.29,420,
AF06:P6,188038.13,60313.51,188188.84,60401.99,419,
AF06:P7,188721.95,60558.69,188555.49,60458.97,239,
#--- End AF06 (aerodromo--S07)

AF07,aerodromo--S04,187554.38,31530.97,2,-S,04,2,5.75:1
AF07:H1,188107.38,30977.97,
AF07:H2,187000.06,32085.17,
AF07:P1,187988.78,31021.73,187832.56,31177.95,315,
AF07:P2,187773.82,31372.90,187895.18,31241.86,137,
AF07:P3,187565.31,31452.30,187421.36,31598.84,315,
AF07:P4,187261.26,31753.77,187126.35,31893.85,316,
AF07:P5,187157.98,32032.64,187228.34,31963.57,134,
AF07:P6,187139.90,32001.01,187199.94,31939.68,135,
#--- End AF07 (aerodromo--S04)

