FRONT_LINE_VERSION=00007

MAP_RIGHT=301000 
MAP_TOP=250000

AF01,AirField-AN17N,131412.97,167870.33,2,AN,17,2,0:2
AF01:H1,130905.34,167922.02,
AF01:H2,131928.97,167777.33,
AF01:P1,131200.60,168007.04,131265.54,167997.67,98,
AF01:P2,131899.95,167893.41,131948.14,167885.45,99,
AF01:P3,131877.22,167691.81,131813.45,167701.73,278,
AF01:P4,130969.81,167848.30,131065.72,167833.94,98,
AF01:P5,131260.46,167564.78,131240.01,167498.17,197,
AF01:P6,131580.00,167455.39,131594.86,167527.01,371,
#--- End AF01 (AirField-AN17)

AF02,AirField-AB23,18010.8,220604.61,2,AB,23,2,0:2
AF02:H1,17356.00,221031.55,
AF02:H2,18645.14,220257.37,
AF02:P1,18104.66,221014.89,18221.20,220955.66,116,
AF02:P2,18076.00,220963.31,18186.81,220904.08,118,
AF02:P3,17793.24,220961.39,17810.44,220969.04,426,
AF02:P4,18041.61,220875.42,18060.72,220862.05,124,
AF02:P5,18378.27,220773.24,18376.19,220771.38,228,
AF02:P6,18401.66,220757.84,18400.22,220754.19,201,
AF02:P7,18430.09,220743.94,18427.25,220740.69,221,
AF02:P8,18453.10,220728.54,18453.19,220725.70,178,
AF02:P9,18480.34,220714.76,18479.93,220711.11,186,
#--- End AF02 (AirField--B23)

AF03,AirField-AA25,4983.89,242010.92,2,AA,25,2,0:2
AF03:H1,6577.32,241295.40,
AF03:H2,4109.22,242466.77,
AF03:P1,4683.05,242323.21,4684.32,242325.23,392,
AF03:P2,4697.90,242360.83,4700.78,242362.69,417,
AF03:P3,4749.96,242374.46,4755.47,242374.43,90,
AF03:P4,4800.98,242359.22,4803.32,242354.65,152,
AF03:P5,4820.59,242309.25,4821.28,242303.83,172,
AF03:P6,4401.75,241887.53,4401.70,241882.18,180,
AF03:P7,4407.47,241836.31,4407.46,241830.65,180,
AF03:P8,4523.85,241807.41,4529.56,241807.35,90,
AF03:P9,4554.42,241805.51,4560.65,241806.13,444,
#--- End AF03 (AirField--A25)

AF04,AirField-AF21,51597.02,207442.83,2,AF,21,2,0:2
AF04:H1,52952.68,206055.27,
AF04:H2,50841.68,208141.01,
AF04:P1,51834.91,207915.96,51834.91,207913.36,180,
AF04:P2,51857.61,207902.24,51853.59,207899.88,239,
AF04:P3,51836.09,207882.85,51834.67,207879.06,200,
AF04:P4,51820.95,207833.89,51820.01,207831.76,203,
AF04:P5,51631.32,206642.70,51632.74,206646.53,380,
AF04:P6,51694.47,206655.20,51697.69,206653.99,110,
AF04:P7,51749.74,206674.37,51752.36,206676.39,412,
AF04:P8,51775.56,206721.17,51776.77,206724.60,379,
AF04:P9,51774.96,206763.54,51773.34,206780.28,354,
#--- End AF04 (AirField--F21)

AF05,AirField-AE20,45228.32,193026.66,2,AE,20,2,0:2
AF05:H1,44692.79,192494.89,
AF05:H2,45776.90,193583.24,
AF05:P1,44573.22,192941.22,44602.79,192975.63,400,
AF05:P2,44818.85,193196.93,44861.32,193228.23,413,
AF05:P3,44649.84,192841.15,44692.62,192887.10,402,
AF05:P4,44910.56,193067.47,44953.13,193103.60,409,
AF05:P5,45005.53,192571.57,45023.61,192592.97,400,
#--- End AF05 (AirField--E20)

AF06,AirField-AH18,72375.65,175761.75,2,AH,18,2,0:2
AF06:H1,73015.79,176377.90,
AF06:H2,71883.25,175236.45,
AF06:P1,72871.59,175996.25,72901.84,176031.76,400,
AF06:P2,72490.12,176265.90,72532.21,176297.47,413,
AF06:P3,72040.25,175826.56,72070.51,175856.81,405,
AF06:P4,71800.38,175555.51,71822.82,175576.86,406,
AF06:P5,72659.73,175729.50,72691.10,175761.78,404,
#--- End AF06 (AirField--H18)

AF07,AirField-AC15,26486.98,146208.48,2,AC,15,2,0:2
AF07:H1,27222.33,146205.10,
AF07:H2,25814.49,146209.71,
AF07:P1,26750.95,146382.11,26799.28,146383.19,448,
AF07:P2,25917.53,146334.86,25971.23,146332.71,92,
AF07:P3,25884.24,146012.66,25965.86,146009.44,92,
AF07:P4,26705.84,146011.58,26823.98,146006.21,92,
AF07:P5,26350.35,145871.97,26379.35,145871.97,90,
#--- End AF07 (AirField--C15)

AF08,AirField-AM17E,129714.51,163695.02,2,AM,17,2,0:2
AF08:H1,129700.46,163583.69,
AF08:H2,129697.37,161927.75,
AF08:P1,130019.38,163258.96,130022.57,163254.42,144,
AF08:P2,130038.54,163211.99,130039.91,163207.88,161,
AF08:P3,130046.30,163168.15,130045.39,163164.95,195,
AF08:P4,130041.73,163122.96,130040.36,163118.86,198,
AF08:P5,130026.22,163082.46,130023.94,163080.65,231,
AF08:P6,129975.66,163067.59,129970.65,163067.13,264,
AF08:P7,129209.41,162472.79,129209.59,162470.05,176,
AF08:P8,129209.41,162432.31,129209.22,162429.02,183,
AF08:P9,129211.71,162386.62,129211.23,162385.26,199,
#--- End AF08 (AirField--M17)

AF09,AirField-AM17W,126085.44,161559.42,2,AM,17,2,5:2
AF09:H1,126102.43,160981.90,
AF09:H2,127655.91,162051.57,
AF09:P1,129209.41,162472.79,129209.59,162470.05,176,
AF09:P2,129209.41,162432.31,129209.22,162429.02,183,
AF09:P3,129211.71,162386.62,129211.23,162385.26,199,
AF09:P4,129221.26,162355.17,129222.35,162353.71,143,
AF09:P5,127617.38,161748.99,127613.57,161756.19,332,
AF09:P6,127612.73,161721.89,127611.46,161718.51,200,
AF09:P7,127601.72,161688.02,127599.60,161684.21,209,
AF09:P8,127562.76,161671.93,127559.37,161671.50,262,
AF09:P9,126131.42,161327.30,126132.11,161329.30,379,
#--- End AF09 (AirField--M17)

AF10,AirField-AM15,125954.63,140528.75,2,AM,15,2,0:2
AF10:H1,125607.82,141288.04,
AF10:H2,126406.85,139566.07,
AF10:P1,126198.64,140833.42,126230.09,140779.51,149,
AF10:P2,126155.97,140698.65,126187.41,140644.74,149,
AF10:P3,126515.35,140422.38,126513.10,140332.53,181,
AF10:P4,126337.90,140950.22,126360.37,140907.54,152,
AF10:P5,125425.97,139908.01,125502.34,139910.25,448,
#--- End AF10 (AirField--M15)

AF11,AirField-AO14,148752.2,137908.48,2,AO,14,2,0:1
AF11:H1,148146.00,137304.33,
AF11:H2,149269.32,138436.34,
AF11:P1,148938.41,137618.47,149000.17,137675.76,407,
AF11:P2,148673.62,137988.03,148726.97,138041.39,404,
AF11:P3,148548.44,137933.66,148590.51,137915.19,113,
AF11:P4,149243.88,138172.63,149210.40,138148.05,233,
#--- End AF11 (AirField--O14)

AF12,AirField-AN11,134127.28,107058.07,2,AN,11,2,11.25:1
AF12:H1,134476.43,106168.97,
AF12:H2,134120.71,107694.98,
AF12:P1,133827.83,107371.08,133736.30,107286.40,227,
AF12:P2,134368.42,107539.57,134364.42,107468.21,183,
AF12:P3,134388.97,106608.06,134388.12,106526.79,180,
AF12:P4,133920.21,106540.48,133861.19,106537.91,267,
#--- End AF12 (AirField--N11)

AF13,AirField-AR15,178371.7,147763.23,2,AR,15,2,0:1
AF13:H1,177510.25,146917.82,
AF13:H2,179240.15,148637.63,
AF13:P1,177726.38,147523.49,177770.04,147566.92,405,
AF13:P2,178186.38,147976.97,178236.29,148016.20,411,
AF13:P3,178597.49,148316.54,178647.53,148362.20,407,
AF13:P4,178401.80,147631.26,178423.53,147655.17,402,
AF13:P5,178512.64,147735.58,178536.55,147766.01,398,
#--- End AF13 (AirField--R15)

AF14,AirField-AT16,192811.41,158711.52,2,AT,16,2,2.5:1
AF14:H1,193493.88,159171.79,
AF14:H2,192181.39,157940.69,
AF14:P1,192618.84,158367.80,192641.31,158395.89,398,
AF14:P2,192812.65,158598.12,192839.34,158629.02,400,
AF14:P3,193148.31,158994.17,193160.95,159015.24,390,
AF14:P4,192830.91,158452.06,192849.17,158480.15,393,
#--- End AF14 (AirField--T16)

AF15,AirField-AX14,233890.98,131239.36,2,AX,14,2,0:1
AF15:H1,233290.98,131239.36,
AF15:H2,234492.13,131240.63,
AF15:P1,233470.23,131152.63,233511.89,131151.40,91,
AF15:P2,233952.99,131161.20,234000.84,131157.46,94,
AF15:P3,233415.35,131319.26,233465.56,131315.58,94,
AF15:P4,234143.96,131335.17,234199.06,131331.50,93,
#--- End AF15 (AirField--X14)

AF16,AirField-AT09,196204.63,88800.09,2,AT,09,2,0:1
AF16:H1,195686.35,88800.01,
AF16:H2,196740.28,88799.85,
AF16:P1,196566.13,88655.09,196515.07,88657.22,272,
AF16:P2,195904.56,88642.33,195840.74,88650.84,277,
AF16:P3,195804.58,89014.59,195857.76,89014.59,90,
AF16:P4,196444.34,89029.24,196499.59,89029.24,90,
#--- End AF16 (AirField--T09)

AF17,AirField-AW12,229373.64,112946.37,2,AW,12,2,0:1
AF17:H1,229353.64,113751.37,
AF17:H2,229395.20,112140.09,
AF17:P1,229765.86,113315.47,229758.19,113208.20,184,
AF17:P2,230033.87,112702.60,230034.04,112587.73,179,
AF17:P3,229046.35,112358.14,229046.35,112281.61,180,
AF17:P4,228729.13,111815.12,228866.56,111818.67,448,
AF17:P5,228359.38,111834.98,228351.79,111735.67,184,
#--- End AF17 (AirField--W12)

AF18,AirField-AY11,242975.89,109863.41,2,AY,11,2,0:1
AF18:H1,243324.89,110283.41,
AF18:H2,242626.13,109442.92,
AF18:P1,243086.45,110231.16,243121.86,110271.63,401,
AF18:P2,243186.35,110327.27,243211.65,110301.98,134,
AF18:P3,243293.85,110142.63,243315.35,110172.98,395,
AF18:P4,242754.13,109335.71,242773.10,109357.21,401,
AF18:P5,242716.19,109425.50,242737.69,109450.80,400,
#--- End AF18 (AirField--Y11)

AF19,AirField-AV07,214927,61867.45,2,AV,07,2,0:1
AF19:H1,215318.00,62250.45,
AF19:H2,214535.97,61483.67,
AF19:P1,215444.28,61725.85,215415.21,61686.09,216,
AF19:P2,215521.37,61810.41,215551.28,61859.94,391,
AF19:P3,214884.96,62146.93,214929.85,62198.23,401,
AF19:P4,215151.09,62329.69,215240.87,62329.69,90,
#--- End AF19 (AirField--V07)

AF20,AirField-AV05,215328.61,47517.99,2,AV,05,2,0:1
AF20:H1,215297.63,62280.68,
AF20:H2,215288.37,62271.28,
AF20:P1,215585.09,47402.54,215623.19,47450.17,398,
AF20:P2,215962.62,47704.31,215921.45,47666.19,227,
AF20:P3,215394.57,47824.85,215426.32,47878.83,390,
AF20:P4,214854.78,47316.81,214908.76,47373.96,403,
#--- End AF20 (AirField--V05)

AF21,AirField-BB11,272915.19,106266.27,2,BB,11,2,0:1
AF21:H1,273457.19,106582.27,
AF21:H2,272372.69,105949.35,
AF21:P1,272552.87,105953.32,272571.02,105966.66,413,
AF21:P2,272618.57,105988.54,272633.02,105997.83,417,
AF21:P3,272661.41,105912.15,272670.70,105919.38,412,
